pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpern,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbsmaxn,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccenn,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orbincln,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassn,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_radn,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_densn,pl_ttvflag,pl_kepflag,pl_k2flag,ra_str,dec_str,ra,st_raerr,dec,st_decerr,st_posn,st_dist,st_disterr1,st_disterr2,st_distlim,st_distn,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffn,st_mass,st_masserr1,st_masserr2,st_masslim,st_massn,st_rad,st_raderr1,st_raderr2,st_radlim,st_radn,pl_nnotes,rowupdate,pl_facility
Kepler-265,d,Kepler-265 d,Transit,0,4,43.130617,0.000658,-0.000658,0,3,0.236,,,0,1,,,,,0,,,,,0,,,,,0,,0.222,0.048,-0.048,0,3,,,,,0,0,1,0,19h22m02.51s,+41d14m41.4s,290.510478,0.000022,41.24482,0.000017,2,1328.21,49.37,-49.37,0,3,15.381,,0,Kepler-band,15.352,,0,5835,118,-118,0,6,,,,,2,1.1,0.23,-0.23,0,6,1,14/05/2014,Kepler
Kepler-265,e,Kepler-265 e,Transit,0,4,67.831024,0.001396,-0.001396,0,4,0.319,,,0,1,,,,,0,,,,,0,,,,,0,,0.231,0.049,-0.049,0,3,,,,,0,0,1,0,19h22m02.51s,+41d14m41.4s,290.510478,0.000022,41.24482,0.000017,2,1328.21,49.37,-49.37,0,3,15.381,,0,Kepler-band,15.352,,0,5835,118,-118,0,6,,,,,2,1.1,0.23,-0.23,0,6,1,14/05/2014,Kepler
Kepler-266,b,Kepler-266 b,Transit,0,2,6.61833,0.000048,-0.000048,0,4,0.071,,,0,1,,,,,0,,,,,0,,,,,0,,0.221,0.107,-0.107,0,3,,,,,0,0,1,0,19h37m56.25s,+44d10m00.9s,294.484378,0.000017,44.166916,0.000017,2,1425.27,58.55,-58.55,0,3,15.59,,0,Kepler-band,15.577,,0,5885,250,-250,0,6,,,,,2,1.03,0.5,-0.5,0,6,1,14/05/2014,Kepler
Kepler-266,c,Kepler-266 c,Transit,0,2,107.723601,0.001643,-0.001643,0,4,0.457,,,0,1,,,,,0,,,,,0,,,,,0,,0.347,0.169,-0.169,0,3,,,,,0,0,1,0,19h37m56.25s,+44d10m00.9s,294.484378,0.000017,44.166916,0.000017,2,1425.27,58.55,-58.55,0,3,15.59,,0,Kepler-band,15.577,,0,5885,250,-250,0,6,,,,,2,1.03,0.5,-0.5,0,6,1,14/05/2014,Kepler
Kepler-267,b,Kepler-267 b,Transit,0,3,3.353728,0.000007,-0.000007,0,8,0.037,,,0,2,,,,,0,,,,,0,,,,,1,,0.177,0.008,-0.008,0,8,,,,,0,0,1,0,19h59m19.29s,+47d09m26.9s,299.830387,0.000017,47.157461,0.000017,2,267,2.51,-2.51,0,3,15.438,,0,Kepler-band,15.469,,0,4258,100,-100,0,9,,,,,6,0.56,0.02,-0.02,0,10,1,14/05/2014,Kepler
Kepler-267,c,Kepler-267 c,Transit,0,3,6.87745,0.000016,-0.000016,0,7,0.06,,,0,1,,,,,0,,,,,0,,,,,0,,0.19,0.01,-0.01,0,6,,,,,0,0,1,0,19h59m19.29s,+47d09m26.9s,299.830387,0.000017,47.157461,0.000017,2,267,2.51,-2.51,0,3,15.438,,0,Kepler-band,15.469,,0,4258,100,-100,0,9,,,,,6,0.56,0.02,-0.02,0,10,1,14/05/2014,Kepler
Kepler-267,d,Kepler-267 d,Transit,0,3,28.464515,0.00018,-0.00018,0,6,0.154,,,0,1,,,,,0,,,,,0,,,,,0,,0.203,0.011,-0.011,0,6,,,,,0,1,1,0,19h59m19.29s,+47d09m26.9s,299.830387,0.000017,47.157461,0.000017,2,267,2.51,-2.51,0,3,15.438,,0,Kepler-band,15.469,,0,4258,100,-100,0,9,,,,,6,0.56,0.02,-0.02,0,10,1,14/05/2014,Kepler
Kepler-268,b,Kepler-268 b,Transit,0,2,25.934138,0.000142,-0.000142,0,4,0.18,,,0,1,,,,,0,,,,,0,,,,,0,,0.227,0.042,-0.042,0,3,,,,,0,0,1,0,19h27m54.28s,+38d03m18.3s,291.976175,0.000017,38.055075,0.000017,2,873.21,12.13,-12.13,0,3,13.703,,0,Kepler-band,13.668,,0,6081,100,-100,0,6,,,,,1,1.27,0.23,-0.23,0,6,1,14/05/2014,Kepler
Kepler-268,c,Kepler-268 c,Transit,0,2,83.446393,0.000761,-0.000761,0,4,0.391,,,0,1,,,,,0,,,,,0,,,,,0,,0.302,0.062,-0.062,0,3,,,,,0,0,1,0,19h27m54.28s,+38d03m18.3s,291.976175,0.000017,38.055075,0.000017,2,873.21,12.13,-12.13,0,3,13.703,,0,Kepler-band,13.668,,0,6081,100,-100,0,6,,,,,1,1.27,0.23,-0.23,0,6,1,14/05/2014,Kepler
Kepler-269,b,Kepler-269 b,Transit,0,2,5.326718,0.000035,-0.000035,0,4,0.061,,,0,1,,,,,0,,,,,0,,,,,0,,0.22,0.103,-0.103,0,3,,,,,0,0,1,0,19h20m51.64s,+41d46m33.5s,290.215171,0.000022,41.775967,0.000017,2,2418.83,198.48,-198.48,0,3,15.808,,0,Kepler-band,15.735,,0,5847,250,-250,0,6,,,,,2,0.96,0.43,-0.43,0,6,1,14/05/2014,Kepler
Kepler-269,c,Kepler-269 c,Transit,0,2,8.127899,0.000149,-0.000149,0,3,0.081,,,0,1,,,,,0,,,,,0,,,,,0,,0.151,0.071,-0.071,0,3,,,,,0,0,1,0,19h20m51.64s,+41d46m33.5s,290.215171,0.000022,41.775967,0.000017,2,2418.83,198.48,-198.48,0,3,15.808,,0,Kepler-band,15.735,,0,5847,250,-250,0,6,,,,,2,0.96,0.43,-0.43,0,6,1,14/05/2014,Kepler
Kepler-270,b,Kepler-270 b,Transit,0,2,11.476094,0.000071,-0.000071,0,4,0.107,,,0,1,,,,,0,,,,,0,,,,,0,,0.179,0.036,-0.036,0,3,,,,,0,0,1,0,18h48m48.02s,+44d25m20.3s,282.2001,0.000017,44.422302,0.000017,2,975.46,13.48,-13.48,0,3,13.908,,0,Kepler-band,13.859,,0,6067,100,-100,0,6,,,,,1,1.46,0.28,-0.28,0,6,1,14/05/2014,Kepler
Kepler-270,c,Kepler-270 c,Transit,0,2,25.262887,0.000599,-0.000599,0,4,0.18,,,0,1,,,,,0,,,,,0,,,,,0,,0.158,0.033,-0.033,0,3,,,,,0,0,1,0,18h48m48.02s,+44d25m20.3s,282.2001,0.000017,44.422302,0.000017,2,975.46,13.48,-13.48,0,3,13.908,,0,Kepler-band,13.859,,0,6067,100,-100,0,6,,,,,1,1.46,0.28,-0.28,0,6,1,14/05/2014,Kepler
Kepler-271,b,Kepler-271 b,Transit,0,3,10.43547805,0.000027,-0.000027,0,4,,,,,1,,,,,0,,,,,0,,,,,0,,0.11,0.007,-0.006,0,3,,,,,0,0,1,0,18h52m00.72s,+44d17m03.2s,283.00298,0.000019,44.284233,0.000017,2,418,22.86,-21.43,0,3,13.404,,0,Kepler-band,13.428,,0,5555,60.07,-59.33,0,6,0.9,0.04,-0.04,0,1,0.87,0.05,-0.04,0,6,1,10/05/2016,Kepler
Kepler-271,c,Kepler-271 c,Transit,0,3,7.41086267,0.00003305,-0.00003305,0,4,,,,,1,,,,,0,,,,,0,,,,,0,,0.085,0.005,-0.005,0,3,,,,,0,0,1,0,18h52m00.72s,+44d17m03.2s,283.00298,0.000019,44.284233,0.000017,2,418,22.86,-21.43,0,3,13.404,,0,Kepler-band,13.428,,0,5555,60.07,-59.33,0,6,0.9,0.04,-0.04,0,1,0.87,0.05,-0.04,0,6,1,10/05/2016,Kepler
Kepler-376,b,Kepler-376 b,Transit,0,2,4.920199,0.000073,-0.000073,0,3,0.057,,,0,1,,,,,0,,,,,0,,,,,0,,0.095,0.02,-0.02,0,3,,,,,0,0,1,0,19h26m25.72s,+38d24m37.4s,291.607165,0.000017,38.410386,0.000017,2,948.06,16.94,-16.94,0,3,13.776,,0,Kepler-band,13.734,,0,5900,100,-100,0,6,,,,,2,1.18,0.23,-0.23,0,6,1,14/05/2014,Kepler
Kepler-376,c,Kepler-376 c,Transit,0,2,14.172327,0.000108,-0.000108,0,4,0.115,,,0,1,,,,,0,,,,,0,,,,,0,,0.16,0.032,-0.032,0,3,,,,,0,0,1,0,19h26m25.72s,+38d24m37.4s,291.607165,0.000017,38.410386,0.000017,2,948.06,16.94,-16.94,0,3,13.776,,0,Kepler-band,13.734,,0,5900,100,-100,0,6,,,,,2,1.18,0.23,-0.23,0,6,1,14/05/2014,Kepler
Kepler-377,b,Kepler-377 b,Transit,0,2,12.509529,0.000257,-0.000257,0,3,0.109,,,0,1,,,,,0,,,,,0,,,,,0,,0.124,0.024,-0.024,0,3,,,,,0,0,1,0,19h41m41.28s,+38d44m08.5s,295.422002,0.000017,38.735691,0.000017,2,843.65,12.9,-12.9,0,3,13.86,,0,Kepler-band,13.831,,0,5949,128,-128,0,6,,,,,2,1.22,0.23,-0.23,0,6,1,14/05/2014,Kepler
Kepler-377,c,Kepler-377 c,Transit,0,2,27.014976,0.000347,-0.000347,0,4,0.182,,,0,1,,,,,0,,,,,0,,,,,0,,0.184,0.035,-0.035,0,3,,,,,0,0,1,0,19h41m41.28s,+38d44m08.5s,295.422002,0.000017,38.735691,0.000017,2,843.65,12.9,-12.9,0,3,13.86,,0,Kepler-band,13.831,,0,5949,128,-128,0,6,,,,,2,1.22,0.23,-0.23,0,6,1,14/05/2014,Kepler
Kepler-378,b,Kepler-378 b,Transit,0,2,16.092361,0.000073,-0.000073,0,4,0.112,,,0,1,,,,,0,,,,,0,,,,,0,,0.067,0.013,-0.013,0,3,,,,,0,0,1,0,19h39m47.66s,+46d26m19.1s,294.948588,0.000019,46.438641,0.000017,2,152.77,0.43,-0.43,0,3,12.485,,0,Kepler-band,12.455,,0,4661,100,-100,0,6,,,,,2,0.67,0.04,-0.04,0,6,1,14/05/2014,Kepler
Kepler-378,c,Kepler-378 c,Transit,0,2,28.906009,0.000216,-0.000216,0,3,0.166,,,0,1,,,,,0,,,,,0,,,,,0,,0.062,0.004,-0.004,0,3,,,,,0,0,1,0,19h39m47.66s,+46d26m19.1s,294.948588,0.000019,46.438641,0.000017,2,152.77,0.43,-0.43,0,3,12.485,,0,Kepler-band,12.455,,0,4661,100,-100,0,6,,,,,2,0.67,0.04,-0.04,0,6,1,14/05/2014,Kepler
Kepler-379,b,Kepler-379 b,Transit,0,2,20.09838,0.00018,-0.00018,0,4,0.152,,,0,1,,,,,0,,,,,0,,,,,0,,0.148,0.028,-0.028,0,3,,,,,0,0,1,0,19h42m48.26s,+38d56m45.0s,295.701103,0.000017,38.945831,0.000017,2,747,7.45,-7.45,0,3,13.358,,0,Kepler-band,13.369,,0,6054,100,-100,0,6,,,,,2,1.31,0.24,-0.24,0,6,1,14/05/2014,Kepler
Kepler-379,c,Kepler-379 c,Transit,0,2,62.784697,0.000661,-0.000661,0,4,0.326,,,0,1,,,,,0,,,,,0,,,,,0,,0.204,0.038,-0.038,0,3,,,,,0,0,1,0,19h42m48.26s,+38d56m45.0s,295.701103,0.000017,38.945831,0.000017,2,747,7.45,-7.45,0,3,13.358,,0,Kepler-band,13.369,,0,6054,100,-100,0,6,,,,,2,1.31,0.24,-0.24,0,6,1,14/05/2014,Kepler
Kepler-380,b,Kepler-380 b,Transit,0,2,3.930821,0.000038,-0.000038,0,3,0.05,,,0,1,,,,,0,,,,,0,,,,,0,,0.106,0.021,-0.021,0,3,,,,,0,0,1,0,18h49m34.71s,+48d45m32.9s,282.394616,0.000017,48.75914,0.000017,2,833.12,14.88,-14.88,0,3,13.652,,0,Kepler-band,13.611,,0,6045,147,-147,0,6,,,,,2,1.22,0.24,-0.24,0,6,1,14/05/2014,Kepler
Kepler-380,c,Kepler-380 c,Transit,0,2,7.630004,0.000073,-0.000073,0,3,0.078,,,0,1,,,,,0,,,,,0,,,,,0,,0.113,0.025,-0.025,0,3,,,,,0,0,1,0,18h49m34.71s,+48d45m32.9s,282.394616,0.000017,48.75914,0.000017,2,833.12,14.88,-14.88,0,3,13.652,,0,Kepler-band,13.611,,0,6045,147,-147,0,6,,,,,2,1.22,0.24,-0.24,0,6,1,14/05/2014,Kepler
Kepler-381,b,Kepler-381 b,Transit,0,2,5.629021,0.000028,-0.000028,0,4,0.066,,,0,1,,,,,0,,,,,0,,,,,0,,0.088,0.02,-0.02,0,3,,,,,0,0,1,0,19h00m43.87s,+43d49m51.9s,285.182787,0.000017,43.831089,0.000017,2,269.39,1.71,-1.71,0,3,10.421,,0,Kepler-band,10.546,,0,6152,100,-100,0,5,,,,,2,1.57,0.35,-0.35,0,5,1,14/05/2014,Kepler
Kepler-381,c,Kepler-381 c,Transit,0,2,13.391635,0.000129,-0.000129,0,4,0.117,,,0,1,,,,,0,,,,,0,,,,,0,,0.1,0.022,-0.022,0,3,,,,,0,0,1,0,19h00m43.87s,+43d49m51.9s,285.182787,0.000017,43.831089,0.000017,2,269.39,1.71,-1.71,0,3,10.421,,0,Kepler-band,10.546,,0,6152,100,-100,0,5,,,,,2,1.57,0.35,-0.35,0,5,1,14/05/2014,Kepler
Kepler-382,b,Kepler-382 b,Transit,0,2,5.262155,0.000047,-0.000047,0,3,0.055,,,0,1,,,,,0,,,,,0,,,,,0,,0.118,0.056,-0.056,0,3,,,,,0,0,1,0,19h56m32.68s,+45d52m11.8s,299.136166,0.000017,45.869934,0.000017,2,960.89,20.9,-20.9,0,3,14.623,,0,Kepler-band,14.666,,0,5600,200,-200,0,6,,,,,2,0.94,0.45,-0.45,0,6,1,14/05/2014,Kepler
Kepler-382,c,Kepler-382 c,Transit,0,2,12.162701,0.000109,-0.000109,0,3,0.097,,,0,1,,,,,0,,,,,0,,,,,0,,0.142,0.069,-0.069,0,3,,,,,0,0,1,0,19h56m32.68s,+45d52m11.8s,299.136166,0.000017,45.869934,0.000017,2,960.89,20.9,-20.9,0,3,14.623,,0,Kepler-band,14.666,,0,5600,200,-200,0,6,,,,,2,0.94,0.45,-0.45,0,6,1,14/05/2014,Kepler
Kepler-383,b,Kepler-383 b,Transit,0,2,12.904532,0.000121,-0.000121,0,4,0.095,,,0,1,,,,,0,,,,,0,,,,,0,,0.118,0.046,-0.046,0,2,,,,,0,0,1,0,19h25m22.22s,+38d21m47.3s,291.342584,0.000017,38.363134,0.000017,2,470,22.93,-28.59,0,1,15.07,,0,Kepler-band,15.066,,0,4710,200,-200,0,5,,,,,2,0.67,0.27,-0.27,0,4,1,14/05/2014,Kepler
Kepler-383,c,Kepler-383 c,Transit,0,2,31.200751,0.000354,-0.000354,0,3,0.172,,,0,1,,,,,0,,,,,0,,,,,0,,0.111,0.044,-0.044,0,2,,,,,0,0,1,0,19h25m22.22s,+38d21m47.3s,291.342584,0.000017,38.363134,0.000017,2,470,22.93,-28.59,0,1,15.07,,0,Kepler-band,15.066,,0,4710,200,-200,0,5,,,,,2,0.67,0.27,-0.27,0,4,1,14/05/2014,Kepler
Kepler-384,b,Kepler-384 b,Transit,0,2,22.597053,0.000243,-0.000243,0,4,0.148,,,0,1,,,,,0,,,,,0,,,,,0,,0.1,0.029,-0.029,0,3,,,,,0,0,1,0,19h04m06.27s,+44d46m58.3s,286.026112,0.000017,44.782871,0.000017,2,919.44,11.1,-11.1,0,3,13.584,,0,Kepler-band,13.554,,0,5577,145,-145,0,6,,,,,2,0.88,0.25,-0.25,0,6,1,14/05/2014,Kepler
WASP-95,b,WASP-95 b,Transit,0,1,2.18467,0.000001,-0.000001,0,3,,,,,2,0,,,0,3,88.4,1.65,-1.65,0,3,1.44,0.28,-0.28,0,3,Mass,1.23,0.09,-0.09,0,3,,,,,2,0,0,0,22h29m49.73s,-48d00m11.1s,337.457189,0.000022,-48.003086,0.000022,1,138.09,0.79,-0.79,0,1,,,,,9.937,,0,5830,140,-140,0,4,1.46,0.42,-0.42,0,3,1.23,0.09,-0.09,0,4,0,26/04/2018,SuperWASP
WASP-96,b,WASP-96 b,Transit,0,1,3.4252602,0.0000027,-0.0000027,0,2,0.0453,0.0013,-0.0013,0,2,0,,,0,2,85.6,0.2,-0.2,0,2,0.48,0.03,-0.03,0,2,Mass,1.2,0.06,-0.06,0,2,0.37,0.05,-0.05,0,2,0,0,0,00h04m11.12s,-47d21m38.3s,1.046351,0.000017,-47.360626,0.000017,1,356.02,4.74,-4.74,0,1,,,,,12.383,,0,5540,140,-140,0,3,1.06,0.09,-0.09,0,2,1.05,0.05,-0.05,0,3,0,14/05/2014,SuperWASP
WASP-97,b,WASP-97 b,Transit,0,1,2.07276,0.000001,-0.000001,0,3,,,,,2,0,,,0,3,88,1.15,-1.15,0,3,1.36,0.19,-0.19,0,3,Mass,1.14,0.06,-0.06,0,3,,,,,2,0,0,0,01h38m25.04s,-55d46m19.5s,24.604338,0.000019,-55.772083,0.000017,1,151.73,0.51,-0.51,0,1,,,,,10.424,,0,5640,100,-100,0,4,1.18,0.24,-0.24,0,3,1.08,0.06,-0.06,0,4,0,26/04/2018,SuperWASP
WASP-98,b,WASP-98 b,Transit,0,1,2.96264036,0.00000043,-0.00000043,0,3,0.03762,0.001,-0.001,0,3,,,,,2,86.38,0.07,-0.07,0,3,0.922,0.08,-0.08,0,3,Mass,1.144,0.034,-0.034,0,3,0.764,0.062,-0.062,0,3,0,0,0,03h53m42.91s,-34d19m41.5s,58.428794,0.000019,-34.328194,0.000017,1,284.05,1.64,-1.64,0,1,,,,,12.868,,0,5473,121,-121,0,4,0.81,0.06,-0.06,0,3,0.74,0.02,-0.02,0,4,0,04/08/2016,SuperWASP
WASP-99,b,WASP-99 b,Transit,0,1,5.75251,0.00004,-0.00004,0,3,,,,,2,0,,,0,3,88.8,1.1,-1.1,0,3,2.43,0.37,-0.37,0,3,Mass,1.02,0.06,-0.06,0,3,,,,,2,0,0,0,02h39m35.45s,-50d00m28.8s,39.897688,0.000019,-50.008003,0.000017,1,159.39,0.81,-0.81,0,1,,,,,9.325,,0,6150,100,-100,0,4,1.21,0.28,-0.28,0,3,1.64,0.09,-0.09,0,4,0,26/04/2018,SuperWASP
WASP-100,b,WASP-100 b,Transit,0,1,2.84938,0.000008,-0.000008,0,4,,,,,2,0,,,0,4,82.6,2.15,-2.15,0,4,1.26,0.45,-0.45,0,4,Mass,1.33,0.14,-0.14,0,4,,,,,2,0,0,0,04h35m50.33s,-64d01m37.3s,68.959728,0.000017,-64.027039,0.000017,1,368.28,2.77,-2.77,0,1,,,,,10.615,,0,6900,120,-120,0,4,0.77,0.42,-0.42,0,4,1.57,0.16,-0.16,0,4,0,26/04/2018,SuperWASP
WASP-101,b,WASP-101 b,Transit,0,1,3.58572,0.000004,-0.000004,0,3,,,,,2,0,,,0,3,85,0.2,-0.2,0,3,0.51,0.08,-0.08,0,3,Mass,1.43,0.09,-0.09,0,3,,,,,2,0,0,0,06h33m24.26s,-23d29m10.4s,98.351102,0.000019,-23.48621,0.000017,1,202.39,1.15,-1.15,0,1,,,,,10.138,,0,6380,120,-120,0,4,1.41,0.3,-0.3,0,3,1.31,0.08,-0.08,0,4,0,26/04/2018,SuperWASP
WASP-103,b,WASP-103 b,Transit,0,1,0.925542,0.000019,-0.000019,0,3,0.01985,0.00021,-0.00021,0,4,,,,,2,86.3,2.7,-2.7,0,4,1.49,0.088,-0.088,0,4,Mass,1.528,0.073,-0.047,0,4,0.55,0.061,-0.07,0,3,0,0,0,16h37m15.57s,+07d11m00.1s,249.314868,0.000019,7.183352,0.000017,1,470,35,-35,0,2,12.1,,0,V (Johnson),12.193,,0,6110,160,-160,0,4,1.22,0.04,-0.04,0,4,1.44,0.05,-0.03,0,5,0,14/05/2014,SuperWASP
WASP-104,b,WASP-104 b,Transit,0,1,1.7554137,0.0000018,-0.0000036,0,2,0.02918,0.00045,-0.00045,0,2,0,,,0,2,83.63,0.25,-0.25,0,2,1.272,0.047,-0.047,0,2,Mass,1.137,0.037,-0.037,0,2,1.074,0.088,-0.088,0,2,0,0,0,10h42m24.58s,+07d26m06.1s,160.602432,0.00005,7.435026,0.000022,2,143,10,-10,0,2,11.12,0.1,0,V (Johnson),11.593,,0,5475,127,-127,0,3,1.08,0.05,-0.05,0,2,0.96,0.03,-0.03,0,3,0,25/09/2014,SuperWASP
WASP-106,b,WASP-106 b,Transit,0,1,9.28971,0.00001,-0.00001,0,3,,,,,2,0,,,0,3,89.49,0.5,-0.5,0,3,1.62,0.94,-0.94,0,3,Mass,1.02,0.3,-0.3,0,3,,,,,2,0,0,0,11h05m43.14s,-05d04m45.9s,166.429747,0.000019,-5.079412,0.000017,1,355.69,6.36,-6.36,0,2,11.21,0.11,0,V (Johnson),11.366,,0,6055,136,-136,0,4,0.93,0.8,-0.8,0,3,1.31,0.38,-0.38,0,4,0,26/04/2018,SuperWASP
WASP-117,b,WASP-117 b,Transit,0,1,10.02165,0.00055,-0.00055,0,4,,,,,2,0.3,0.02,-0.02,0,3,89.14,0.3,-0.3,0,3,0.3,0.05,-0.05,0,3,Mass,1.06,0.07,-0.07,0,3,,,,,2,0,0,0,02h27m06.10s,-50d17m04.3s,36.775432,0.000017,-50.284519,0.000017,1,158.69,0.64,-0.64,0,1,10.15,,0,V (Johnson),10.027,,0,6040,90,-90,0,4,1.29,0.3,-0.3,0,3,1.22,0.06,-0.06,0,4,0,26/04/2018,SuperWASP
WD 0806-661,b,WD 0806-661 b,Imaging,0,1,,,,,0,2500,,,0,1,,,,,0,,,,,0,7.5,1.5,-1.5,0,1,Mass,,,,,0,,,,,0,0,0,0,08h06m53.74s,-66d18m16.7s,121.723902,0.000022,-66.30465,0.000017,1,19.2,0.6,-0.6,0,2,,,,,13.683,,0,,,,,1,0.62,0.03,-0.03,0,1,,,,,0,0,14/05/2014,Spitzer Space Telescope
WTS-1,b,WTS-1 b,Transit,0,1,3.352057,0.000013,-0.000015,0,1,0.047,0.001,-0.001,0,1,0.1,,,1,1,85.5,1,-0.7,0,1,4.01,0.35,-0.35,0,1,Mass,1.49,0.16,-0.18,0,1,1.61,0.56,-0.56,0,1,0,0,0,19h35m58.37s,+36d17m25.2s,293.9932,0,36.290325,0,1,3200,900,-400,0,2,16.13,0.04,0,V (Johnson),16.43,,0,6250,200,-200,0,2,1.2,0.1,-0.1,0,1,1.15,0.1,-0.12,0,2,0,14/05/2014,United Kingdom Infrared Telescope
WTS-2,b,WTS-2 b,Transit,0,1,1.0187068,0.00000065,-0.00000065,0,2,0.01855,0.00062,-0.00062,0,2,0,,,0,2,83.55,0.53,-0.53,0,2,1.12,0.16,-0.16,0,2,Mass,1.363,0.061,-0.061,0,2,0.54,0.11,-0.11,0,2,0,0,0,19h34m55.87s,+36d48m55.8s,293.732796,0.000017,36.815491,0.000017,1,1000,,,0,2,15.9,0.1,0,V (Johnson),15.596,,0,5000,250,-250,0,3,0.82,0.08,-0.08,0,2,0.75,0.03,-0.03,0,3,0,24/04/2015,United Kingdom Infrared Telescope
WISEP J121756.91+162640.2 A,b,WISEP J121756.91+162640.2 A b,Imaging,0,1,,,,,0,8,1.3,-1.3,0,1,,,,,0,,,,,0,22,2,-2,0,1,Mass,0.934,0.029,-0.029,0,1,,,,,0,0,0,0,12h17m56.91s,+16d26m40.2s,184.487125,0,16.4445,0,1,10.1,1.9,-1.4,0,1,,,,,,,,575,25,-25,0,1,0.03,0.01,-0.01,0,1,0.09,0,0,0,1,0,14/05/2014,W. M. Keck Observatory
XO-1,b,XO-1 b,Transit,0,1,3.94153,0.000027,-0.000027,0,9,,,,,5,0,,,0,3,88.81,0.5,-0.5,0,8,0.83,0.13,-0.13,0,7,Mass,1.14,0.07,-0.07,0,8,,,,,5,0,0,0,16h02m11.84s,+28d10m10.5s,240.54935,0.000019,28.169586,0.000017,2,164.33,0.62,-0.62,0,3,11.19,0.03,0,V (Johnson),11.004,,0,5750,75,-75,0,8,0.88,0.19,-0.19,0,7,0.88,0.05,-0.05,0,9,1,26/04/2018,XO
XO-2 N,b,XO-2 N b,Transit,0,1,2.61586178,,,0,9,0.0368,,,0,7,,,,,4,88.01,0.33,-0.28,0,6,0.566,0.025,-0.025,0,8,Mass,0.993,0.012,-0.012,0,7,0.715,0.041,-0.04,0,6,0,0,0,07h48m06.47s,+50d13m32.9s,117.026968,0.000019,50.2258,0.000017,2,154.94,1.45,-1.45,0,3,11.138,0.026,0,V (Johnson),10.972,,0,,,,,10,0.97,,,0,8,0.99,0.01,-0.01,0,9,0,14/02/2019,XO
XO-2 S,b,XO-2 S b,Radial Velocity,0,2,18.157,0.034,-0.034,0,2,0.13,0,0,0,2,0.18,0.04,-0.04,0,2,,,,,0,0.26,0.04,-0.04,0,2,Msini,,,,,0,,,,,0,0,0,0,07h48m07.48s,+50d13m03.2s,117.031174,0.000019,50.217556,0.000017,1,152.06,0.95,-0.95,0,2,11.086,0.025,0,V (Johnson),10.928,,0,5399,55,-55,0,5,0.98,0.2,-0.2,0,2,1,0.04,-0.04,0,3,0,06/09/2018,Roque de los Muchachos Observatory
K2-37,b,K2-37 b,Transit,0,3,4.44117,0.00075,-0.00075,0,3,0.0511,0.0009,-0.0009,0,2,,,,,0,87.28,1.95,-3.37,0,2,,,,,0,,0.144,0.015,-0.015,0,3,,,,,0,0,0,1,16h13m48.24s,-24d47m13.4s,243.451004,0,-24.787062,0,1,180.86,1.59,-1.59,0,1,12.52,0.06,0,V (Johnson),12.257,,0,5413,60,-60,0,4,0.9,0.05,-0.05,0,3,0.85,0.04,-0.04,0,4,0,07/07/2016,K2
K2-37,c,K2-37 c,Transit,0,3,6.42904,0.00036,-0.00036,0,3,0.0654,0.0011,-0.0011,0,2,,,,,0,87.37,1.83,-2.5,0,2,,,,,0,,0.245,0.024,-0.024,0,3,,,,,0,0,0,1,16h13m48.24s,-24d47m13.4s,243.451004,0,-24.787062,0,1,180.86,1.59,-1.59,0,1,12.52,0.06,0,V (Johnson),12.257,,0,5413,60,-60,0,4,0.9,0.05,-0.05,0,3,0.85,0.04,-0.04,0,4,0,07/07/2016,K2
K2-37,d,K2-37 d,Transit,0,3,14.09189,0.00135,-0.00135,0,3,0.1103,0.0018,-0.0018,0,2,,,,,0,88.34,1.18,-1.65,0,2,,,,,0,,0.244,0.032,-0.032,0,3,,,,,0,0,0,1,16h13m48.24s,-24d47m13.4s,243.451004,0,-24.787062,0,1,180.86,1.59,-1.59,0,1,12.52,0.06,0,V (Johnson),12.257,,0,5413,60,-60,0,4,0.9,0.05,-0.05,0,3,0.85,0.04,-0.04,0,4,0,07/07/2016,K2
K2-38,b,K2-38 b,Transit,0,2,4.01593,0.0005,-0.0005,0,3,,,,,2,,,,,0,87.28,2.48,-2.48,0,2,0.06,0.03,-0.03,0,2,Mass,0.17,0.03,-0.03,0,3,,,,,1,0,0,1,16h00m08.06s,-23d11m21.4s,240.033585,0,-23.189287,0,1,193.71,2.64,-2.64,0,1,11.39,0.03,0,V (Johnson),11.184,,0,5757,60,-60,0,4,2.24,1.67,-1.67,0,3,1.38,0.21,-0.21,0,4,0,26/04/2018,K2
