pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpern,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbsmaxn,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccenn,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orbincln,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassn,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_radn,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_densn,pl_ttvflag,pl_kepflag,pl_k2flag,ra_str,dec_str,ra,st_raerr,dec,st_decerr,st_posn,st_dist,st_disterr1,st_disterr2,st_distlim,st_distn,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffn,st_mass,st_masserr1,st_masserr2,st_masslim,st_massn,st_rad,st_raderr1,st_raderr2,st_radlim,st_radn,pl_nnotes,rowupdate,pl_facility
HD 23127,b,HD 23127 b,Radial Velocity,0,1,1211.17,11.11,-8.91,0,3,2.37,0.032,-0.032,0,3,0.406,0.083,-0.09,0,3,,,,,0,1.527,0.037,-0.038,0,3,Msini,,,,,0,,,,,0,0,0,0,03h39m23.64s,-60d04m40.2s,54.848495,0.000002,-60.077843,0.000002,2,94.11,0.21,-0.21,0,2,8.576,0.002,0,V (Johnson),8.42,,0,5843,52,-52,0,4,1.21,0.04,-0.04,0,6,1.49,0.1,-0.1,0,5,0,27/06/2019,Anglo-Australian Telescope
HD 23079,b,HD 23079 b,Radial Velocity,0,1,730.59998,5.7,-5.7,0,3,1.6,0.03,-0.03,0,3,0.1,0.03,-0.03,0,3,,,,,0,2.61,0.11,-0.11,0,3,Msini,,,,,0,,,,,0,0,0,0,03h39m43.09s,-52d54m57.0s,54.929562,0.000001,-52.915836,0.000002,2,33.49,0.03,-0.03,0,2,7.12,,0,V (Johnson),6.962,,0,5974,10,-10,0,9,1.12,0.06,-0.06,0,7,1.07,0.01,-0.01,0,3,0,06/09/2018,Anglo-Australian Telescope
HD 231701,b,HD 231701 b,Radial Velocity,0,1,141.63,0.067,-0.067,0,3,0.567,0.053,-0.053,0,3,0.13,0.032,-0.032,0,3,,,,,0,1.13,0.25,-0.25,0,3,Msini,,,,,0,,,,,0,0,0,0,19h32m04.16s,+16d28m27.4s,293.017334,0.000002,16.474291,0.000002,2,109.22,0.47,-0.47,0,2,8.97,,0,V (Johnson),8.831,,0,6101,,,0,6,1.21,0.34,-0.34,0,5,1.53,0.2,-0.2,0,5,0,27/09/2018,W. M. Keck Observatory
HD 233604,b,HD 233604 b,Radial Velocity,0,1,192,0.22,-0.22,0,1,0.747,,,0,1,0.05,0.03,-0.03,0,1,,,,,0,6.575,,,0,1,Msini,,,,,0,,,,,0,0,0,0,09h09m48.81s,+53d34m05.6s,137.45338,0.000019,53.56823,0.000017,1,868.63,27.77,-27.77,0,1,10.406,0.049,0,V (Johnson),10.105,,0,4791,45,-45,0,2,1.5,0.3,-0.3,0,1,10.9,0.6,-0.6,0,2,0,14/05/2014,McDonald Observatory
HD 240210,b,HD 240210 b,Radial Velocity,0,1,501.75,2.33,-2.33,0,1,1.16,,,0,1,0.15,0.02,-0.02,0,1,,,,,0,5.21,,,0,1,Msini,,,,,0,,,,,0,0,0,0,23h10m29.23s,+57d01m46.0s,347.621792,,57.029456,,2,142.86,84.42,-38.69,0,3,8.33,,0,V (Johnson),7.645,,0,4297,25,-25,0,3,0.82,0.15,-0.15,0,2,,,,,2,0,19/11/2014,McDonald Observatory
HD 240237,b,HD 240237 b,Radial Velocity,0,1,745.70001,14,-14,0,2,1.92,0.16,-0.16,0,2,0.4,0.1,-0.1,0,2,,,,,0,15.89,5.58,-5.58,0,2,Msini,,,,,0,,,,,0,0,0,0,23h15m42.22s,+58d02m35.7s,348.925934,0.000002,58.04324,0.000002,2,958.16,33.42,-33.42,0,2,8.19,,0,V (Johnson),7.493,,0,3926,100,-100,0,4,8.76,4.21,-4.21,0,3,71.23,17.07,-17.07,0,4,0,06/09/2018,McDonald Observatory
HD 290327,b,HD 290327 b,Radial Velocity,0,1,2443,160,-160,0,2,3.43,0.16,-0.16,0,2,0.08,0.05,-0.05,0,2,,,,,0,2.43,0.42,-0.42,0,2,Msini,,,,,0,,,,,0,0,0,0,05h23m21.56s,-02d16m39.4s,80.839851,0.000003,-2.277619,0.000002,2,56.52,0.15,-0.15,0,3,8.99,,0,V (Johnson),8.804,,0,5505,63,-63,0,3,0.84,0.2,-0.2,0,2,0.95,0.03,-0.03,0,3,0,06/09/2018,La Silla Observatory
HD 285968,b,HD 285968 b,Radial Velocity,0,1,8.7836,0.0054,-0.0054,0,2,0.066,,,0,2,0,,,0,2,,,,,0,0.026,,,0,2,Msini,,,,,0,,,,,0,0,0,0,04h42m55.78s,+18d57m29.4s,70.732407,0.000008,18.958172,0.000005,5,9.47,0.01,-0.01,0,6,10.038,0.049,0,V (Johnson),9,,0,3679,77,-77,0,3,0.45,,,0,3,0.45,0.02,-0.02,0,3,0,19/11/2014,La Silla Observatory
HD 285507,b,HD 285507 b,Radial Velocity,0,1,6.0881,0.0018,-0.0018,0,2,0.06,0,0,0,1,0.09,0.02,-0.02,0,2,,,,,0,0.98,0.1,-0.1,0,2,Msini,,,,,0,,,,,0,0,0,0,04h07m01.22s,+15d20m06.1s,61.755104,0.000005,15.335032,0.000004,2,45.09,0.24,-0.24,0,3,10.267,0.06,0,V (Johnson),10.04,,0,4503,73,-73,0,3,0.82,0.12,-0.12,0,2,0.69,0.02,-0.02,0,3,0,06/09/2018,Fred Lawrence Whipple Observatory
HD 330075,b,HD 330075 b,Radial Velocity,0,1,3.38773,0.00008,-0.00008,0,2,0.04,0,0,0,2,0,,,0,2,,,,,0,0.48,0.02,-0.02,0,2,Msini,,,,,0,,,,,0,0,0,0,15h49m37.69s,-49d57m48.7s,237.407043,0.000003,-49.963524,0.000003,2,45.36,0.09,-0.09,0,4,9.334,0.023,0,V (Johnson),9.092,,0,5000,21,-21,0,7,0.47,0.04,-0.04,0,4,0.84,0.01,-0.01,0,3,0,06/09/2018,La Silla Observatory
HIP 5158,b,HIP 5158 b,Radial Velocity,0,2,345.72,5.37,-5.37,0,3,0.89,,,0,3,0.52,0.08,-0.08,0,3,,,,,0,1.42,,,0,3,Msini,,,,,0,,,,,0,0,0,0,01h06m02.05s,-22d27m11.4s,16.508533,0.000005,-22.453154,0.000003,2,51.68,0.1,-0.1,0,2,10.167,0.035,0,V (Johnson),9.802,,0,4962,89,-89,0,3,0.78,0.02,-0.02,0,2,,,,,2,0,14/05/2014,La Silla Observatory
HIP 5158,c,HIP 5158 c,Radial Velocity,0,2,9017.76,3180.74,-3180.74,0,1,7.7,1.88,-1.88,0,1,0.14,0.1,-0.1,0,1,,,,,0,15.04,10.55,-10.55,0,1,Msini,,,,,0,,,,,0,0,0,0,01h06m02.05s,-22d27m11.4s,16.508533,0.000005,-22.453154,0.000003,2,51.68,0.1,-0.1,0,2,10.167,0.035,0,V (Johnson),9.802,,0,4962,89,-89,0,3,0.78,0.02,-0.02,0,2,,,,,2,0,10/09/2015,La Silla Observatory
HIP 12961,b,HIP 12961 b,Radial Velocity,0,1,57.435,0.042,-0.042,0,2,0.25,0.01,-0.01,0,2,0.17,0.03,-0.03,0,2,,,,,0,0.36,0.07,-0.07,0,2,Msini,,,,,0,,,,,0,0,0,0,02h46m42.89s,-23d05m11.8s,41.678692,0.000004,-23.086611,0.000003,3,23.39,0.02,-0.02,0,3,10.24,0.01,0,V (Johnson),9.599,,0,3901,175,-175,0,3,0.69,0.19,-0.19,0,2,0.65,0.06,-0.06,0,3,0,06/09/2018,La Silla Observatory
HIP 14810,b,HIP 14810 b,Radial Velocity,0,3,6.673892,0.000008,-0.000008,0,5,0.0696,0.0044,-0.0044,0,5,0.14399,0.00087,-0.00087,0,5,,,,,0,3.9,0.49,-0.49,0,5,Msini,,,,,0,,,,,0,0,0,0,03h11m14.23s,+21d05m50.5s,47.809292,0.000004,21.097359,0.000003,2,50.55,0.11,-0.11,0,4,8.52,,0,V (Johnson),8.333,,0,5544,,,0,7,1.01,0.19,-0.19,0,6,1.07,0.08,-0.08,0,5,0,27/09/2018,W. M. Keck Observatory
HIP 14810,c,HIP 14810 c,Radial Velocity,0,3,147.747,0.029,-0.029,0,3,0.549,0.034,-0.034,0,3,0.1566,0.0099,-0.0099,0,3,,,,,0,1.31,0.18,-0.18,0,3,Msini,,,,,0,,,,,0,0,0,0,03h11m14.23s,+21d05m50.5s,47.809292,0.000004,21.097359,0.000003,2,50.55,0.11,-0.11,0,4,8.52,,0,V (Johnson),8.333,,0,5544,,,0,7,1.01,0.19,-0.19,0,6,1.07,0.08,-0.08,0,5,0,27/09/2018,W. M. Keck Observatory
HIP 14810,d,HIP 14810 d,Radial Velocity,0,3,981.8,6.9,-6.9,0,2,1.94,0.13,-0.13,0,2,0.185,0.035,-0.035,0,2,,,,,0,0.59,0.1,-0.1,0,2,Msini,,,,,0,,,,,0,0,0,0,03h11m14.23s,+21d05m50.5s,47.809292,0.000004,21.097359,0.000003,2,50.55,0.11,-0.11,0,4,8.52,,0,V (Johnson),8.333,,0,5544,,,0,7,1.01,0.19,-0.19,0,6,1.07,0.08,-0.08,0,5,0,27/09/2018,W. M. Keck Observatory
GJ 1148,b,GJ 1148 b,Radial Velocity,0,2,41.38,0.002,-0.001,0,2,0.166,0.001,-0.001,0,2,0.38,0.01,-0.012,0,2,,,,,0,0.30425,0.00444,-0.00321,0,2,Msini,,,,,0,,,,,0,0,0,0,11h41m44.63s,+42d45m07.1s,175.435974,0.000005,42.751972,0.000003,4,11.02,0.01,-0.01,0,3,11.92,0.02,0,V (Johnson),10.577,,0,3264,,,0,2,0.35,,,0,1,0.4,,,0,1,0,19/10/2017,W. M. Keck Observatory
HIP 57274,b,HIP 57274 b,Radial Velocity,0,3,8.1352,0.004,-0.004,0,3,0.07,0,0,0,2,0.19,0.1,-0.1,0,3,,,,,0,0.02,0.01,-0.01,0,3,Msini,,,,,0,,,,,0,0,0,0,11h44m40.96s,+30d57m33.5s,176.170685,0.000002,30.959293,0.000002,3,25.88,0.03,-0.03,0,4,8.98,0.04,0,V (Johnson),8.571,,0,4510,136,-136,0,5,0.29,0.3,-0.3,0,4,0.78,0.05,-0.05,0,4,1,06/09/2018,W. M. Keck Observatory
HIP 57274,c,HIP 57274 c,Radial Velocity,0,3,32.03,0.02,-0.02,0,1,0.178,,,0,1,0.05,0.02,-0.02,0,1,,,,,0,0.40902,0.00944,-0.00944,0,1,Msini,,,,,0,,,,,0,0,0,0,11h44m40.96s,+30d57m33.5s,176.170685,0.000002,30.959293,0.000002,3,25.88,0.03,-0.03,0,4,8.98,0.04,0,V (Johnson),8.571,,0,4510,136,-136,0,5,0.29,0.3,-0.3,0,4,0.78,0.05,-0.05,0,4,0,24/04/2015,W. M. Keck Observatory
HIP 57274,d,HIP 57274 d,Radial Velocity,0,3,431.7,8.5,-8.5,0,1,1.01,,,0,1,0.27,0.05,-0.05,0,1,,,,,0,0.5267,0.03,-0.03,0,1,Msini,,,,,0,,,,,0,0,0,0,11h44m40.96s,+30d57m33.5s,176.170685,0.000002,30.959293,0.000002,3,25.88,0.03,-0.03,0,4,8.98,0.04,0,V (Johnson),8.571,,0,4510,136,-136,0,5,0.29,0.3,-0.3,0,4,0.78,0.05,-0.05,0,4,0,26/03/2015,W. M. Keck Observatory
Kepler-102,b,Kepler-102 b,Transit,0,5,5.28696,,,0,3,,,,,0,,,,,0,,,,,0,0.01353,,,1,1,Mass,0.042,0.002,-0.002,0,3,,,,,0,0,1,0,18h45m55.86s,+47d12m28.9s,281.482749,0.000028,47.208031,0.000017,2,108.13,0.22,-0.22,0,3,11.492,,0,Kepler-band,11.478,,0,4909,41,-41,0,7,0.81,0.04,-0.09,0,5,0.76,0.07,-0.07,0,8,1,13/10/2016,Kepler
Kepler-102,c,Kepler-102 c,Transit,0,5,7.07142,,,0,5,,,,,0,,,,,0,,,,,0,0.00944,,,1,1,Mass,0.052,0.002,-0.002,0,3,,,,,0,0,1,0,18h45m55.86s,+47d12m28.9s,281.482749,0.000028,47.208031,0.000017,2,108.13,0.22,-0.22,0,3,11.492,,0,Kepler-band,11.478,,0,4909,41,-41,0,7,0.81,0.04,-0.09,0,5,0.76,0.07,-0.07,0,8,1,13/10/2016,Kepler
Kepler-102,d,Kepler-102 d,Transit,0,5,10.3117,,,0,5,,,,,0,,,,,0,,,,,0,0.012,0.006,-0.006,0,2,Mass,0.105,0.004,-0.004,0,4,13.27,6.46,-6.46,0,1,0,1,0,18h45m55.86s,+47d12m28.9s,281.482749,0.000028,47.208031,0.000017,2,108.13,0.22,-0.22,0,3,11.492,,0,Kepler-band,11.478,,0,4909,41,-41,0,7,0.81,0.04,-0.09,0,5,0.76,0.07,-0.07,0,8,1,14/05/2014,Kepler
Kepler-102,e,Kepler-102 e,Transit,0,5,16.1457,,,0,5,,,,,0,,,,,0,,,,,0,0.028,0.006,-0.006,0,1,Mass,0.198,0.006,-0.006,0,3,4.68,1.12,-1.12,0,1,0,1,0,18h45m55.86s,+47d12m28.9s,281.482749,0.000028,47.208031,0.000017,2,108.13,0.22,-0.22,0,3,11.492,,0,Kepler-band,11.478,,0,4909,41,-41,0,7,0.81,0.04,-0.09,0,5,0.76,0.07,-0.07,0,8,1,14/05/2014,Kepler
Kepler-102,f,Kepler-102 f,Transit,0,5,27.4536,,,0,4,,,,,0,,,,,0,,,,,0,0.01636,,,1,1,Mass,0.079,0.003,-0.003,0,3,,,,,0,0,1,0,18h45m55.86s,+47d12m28.9s,281.482749,0.000028,47.208031,0.000017,2,108.13,0.22,-0.22,0,3,11.492,,0,Kepler-band,11.478,,0,4909,41,-41,0,7,0.81,0.04,-0.09,0,5,0.76,0.07,-0.07,0,8,1,13/10/2016,Kepler
Kepler-103,b,Kepler-103 b,Transit,0,2,15.9654,,,0,5,,,,,0,,,,,1,,,,,0,0.031,0.027,-0.027,0,1,Mass,0.301,0.008,-0.008,0,4,1.38,1.4,-1.4,0,1,1,1,0,19h15m56.29s,+40d03m52.3s,288.984555,0.000017,40.064521,0.000017,2,501.93,5.95,-5.95,0,3,12.287,,0,Kepler-band,12.247,,0,5845,88,-88,0,6,1.09,0.07,-0.07,0,4,1.44,0.04,-0.04,0,7,1,14/05/2014,Kepler
Kepler-103,c,Kepler-103 c,Transit,0,2,179.612,,,0,5,,,,,0,,,,,1,,,,,0,0.114,0.079,-0.079,0,1,Mass,0.459,0.012,-0.012,0,4,1.47,1.2,-1.2,0,1,1,1,0,19h15m56.29s,+40d03m52.3s,288.984555,0.000017,40.064521,0.000017,2,501.93,5.95,-5.95,0,3,12.287,,0,Kepler-band,12.247,,0,5845,88,-88,0,6,1.09,0.07,-0.07,0,4,1.44,0.04,-0.04,0,7,1,14/05/2014,Kepler
Kepler-104,b,Kepler-104 b,Transit,0,3,11.427548,0.000015,-0.000015,0,5,0.094,,,0,1,,,,,0,,,,,0,,,,,1,,0.277,0.047,-0.047,0,4,,,,,0,0,1,0,19h10m25.11s,+42d10m00.4s,287.604612,0.000017,42.166779,0.000017,2,405.42,4.5,-4.5,0,3,12.596,,0,Kepler-band,12.57,,0,5711,74,-74,0,6,,,,,3,1.35,0.22,-0.22,0,7,1,14/05/2014,Kepler
Kepler-104,c,Kepler-104 c,Transit,0,3,23.668205,0.000056,-0.000056,0,5,0.153,,,0,1,,,,,0,,,,,0,,,,,0,,0.279,0.049,-0.049,0,3,,,,,0,0,1,0,19h10m25.11s,+42d10m00.4s,287.604612,0.000017,42.166779,0.000017,2,405.42,4.5,-4.5,0,3,12.596,,0,Kepler-band,12.57,,0,5711,74,-74,0,6,,,,,3,1.35,0.22,-0.22,0,7,1,14/05/2014,Kepler
Kepler-104,d,Kepler-104 d,Transit,0,3,51.755394,0.00016,-0.00016,0,4,0.257,,,0,1,,,,,0,,,,,0,,,,,0,,0.319,0.054,-0.054,0,3,,,,,0,0,1,0,19h10m25.11s,+42d10m00.4s,287.604612,0.000017,42.166779,0.000017,2,405.42,4.5,-4.5,0,3,12.596,,0,Kepler-band,12.57,,0,5711,74,-74,0,6,,,,,3,1.35,0.22,-0.22,0,7,1,14/05/2014,Kepler
Kepler-105,b,Kepler-105 b,Transit,0,2,5.4122,0.00002,-0.00002,0,5,0.066,0.003,-0.003,0,2,0.47,0.05,-0.47,0,1,85.94,1.87,-3.88,0,1,,,,,1,,0.429,0.136,-0.136,0,5,,,,,0,0,1,0,19h11m32.96s,+46d16m34.5s,287.887325,0.000019,46.276237,0.000017,2,465.33,5.56,-5.56,0,3,12.791,,0,Kepler-band,12.802,,0,5827,94,-94,0,9,0.96,0.05,-0.05,0,7,0.89,0.04,-0.04,0,10,1,14/05/2014,Kepler
Kepler-105,c,Kepler-105 c,Transit,0,2,7.1262,0.0002,-0.0002,0,7,,,,,2,,,,,0,,,,,0,0.01447,0.00289,-0.00267,0,3,Mass,0.117,0.006,-0.006,0,7,11.2,3,-2.56,0,2,1,1,0,19h11m32.96s,+46d16m34.5s,287.887325,0.000019,46.276237,0.000017,2,465.33,5.56,-5.56,0,3,12.791,,0,Kepler-band,12.802,,0,5827,94,-94,0,9,0.96,0.05,-0.05,0,7,0.89,0.04,-0.04,0,10,1,07/04/2016,Kepler
Kepler-106,b,Kepler-106 b,Transit,0,4,6.16486,,,0,3,,,,,0,,,,,0,,,,,0,0.01668,,,1,1,Mass,0.073,0.01,-0.01,0,3,,,,,0,0,1,0,20h03m27.35s,+44d20m15.2s,300.863971,0.000017,44.337555,0.000017,2,449.98,6.13,-6.13,0,3,12.882,,0,Kepler-band,12.839,,0,5858,114,-114,0,6,1,0.06,-0.06,0,3,1.04,0.17,-0.17,0,6,1,13/10/2016,Kepler
Kepler-106,c,Kepler-106 c,Transit,0,4,13.5708,,,0,4,,,,,0,,,,,0,,,,,0,0.033,0.01,-0.01,0,1,Mass,0.223,0.029,-0.029,0,3,3.28,1.56,-1.56,0,1,0,1,0,20h03m27.35s,+44d20m15.2s,300.863971,0.000017,44.337555,0.000017,2,449.98,6.13,-6.13,0,3,12.882,,0,Kepler-band,12.839,,0,5858,114,-114,0,6,1,0.06,-0.06,0,3,1.04,0.17,-0.17,0,6,1,14/05/2014,Kepler
Kepler-106,d,Kepler-106 d,Transit,0,4,23.9802,,,0,3,,,,,0,,,,,0,,,,,0,0.02549,,,1,1,Mass,0.085,0.012,-0.012,0,3,,,,,0,0,1,0,20h03m27.35s,+44d20m15.2s,300.863971,0.000017,44.337555,0.000017,2,449.98,6.13,-6.13,0,3,12.882,,0,Kepler-band,12.839,,0,5858,114,-114,0,6,1,0.06,-0.06,0,3,1.04,0.17,-0.17,0,6,1,13/10/2016,Kepler
Kepler-106,e,Kepler-106 e,Transit,0,4,43.8445,,,0,4,,,,,0,,,,,0,,,,,0,0.035,0.018,-0.018,0,1,Mass,0.228,0.029,-0.029,0,3,3.1,2.07,-2.07,0,1,0,1,0,20h03m27.35s,+44d20m15.2s,300.863971,0.000017,44.337555,0.000017,2,449.98,6.13,-6.13,0,3,12.882,,0,Kepler-band,12.839,,0,5858,114,-114,0,6,1,0.06,-0.06,0,3,1.04,0.17,-0.17,0,6,1,14/05/2014,Kepler
Kepler-107,b,Kepler-107 b,Transit,0,4,3.1800218,0.0000029,-0.0000029,0,6,0.04544,0.00035,-0.00035,0,2,0,,,0,2,89.05,0.67,-0.67,0,1,0.01104,0.00478,-0.00478,0,1,Mass,0.137,0.002,-0.002,0,5,5.3,2.3,-2.3,0,1,0,1,0,19h48m06.78s,+48d12m31.0s,297.028248,0.000019,48.208611,0.000017,2,525.5,5.5,-5.5,0,4,12.7,,0,V (Johnson),12.463,,0,5854,61,-61,0,7,1.24,0.03,-0.03,0,3,1.45,0.01,-0.01,0,8,1,11/07/2019,Kepler
Kepler-107,c,Kepler-107 c,Transit,0,4,4.901452,0.00001,-0.00001,0,6,0.06064,0.00047,-0.00047,0,2,0,,,0,2,89.49,0.34,-0.44,0,1,0.02954,0.00557,-0.00557,0,1,Mass,0.142,0.002,-0.002,0,5,12.65,2.45,-2.45,0,1,0,1,0,19h48m06.78s,+48d12m31.0s,297.028248,0.000019,48.208611,0.000017,2,525.5,5.5,-5.5,0,4,12.7,,0,V (Johnson),12.463,,0,5854,61,-61,0,7,1.24,0.03,-0.03,0,3,1.45,0.01,-0.01,0,8,1,11/07/2019,Kepler
Kepler-107,d,Kepler-107 d,Transit,0,4,7.95839,0.00012,-0.00012,0,5,0.08377,0.00065,-0.00065,0,2,0,,,0,2,87.55,0.64,-0.48,0,1,0.01196,,,1,1,Mass,0.077,0.005,-0.005,0,5,33.1,,,1,1,0,1,0,19h48m06.78s,+48d12m31.0s,297.028248,0.000019,48.208611,0.000017,2,525.5,5.5,-5.5,0,4,12.7,,0,V (Johnson),12.463,,0,5854,61,-61,0,7,1.24,0.03,-0.03,0,3,1.45,0.01,-0.01,0,8,1,11/07/2019,Kepler
Kepler-130,c,Kepler-130 c,Transit,0,3,27.50868,0.00006,-0.00007,0,5,0.178,0.005,-0.005,0,1,0,0.07,0,0,2,89.34,0.66,-0.31,0,1,,,,,0,,0.259,0.022,-0.022,0,4,,,,,0,1,1,0,19h13m48.16s,+40d14m43.1s,288.450665,0.000017,40.245305,0.000017,2,319.57,2.36,-2.36,0,3,11.529,,0,Kepler-band,11.825,,0,5884,75,-75,0,6,,,,,3,1.13,0.03,-0.03,0,7,1,14/05/2014,Kepler
Kepler-130,d,Kepler-130 d,Transit,0,3,87.517905,0.000744,-0.000744,0,5,0.377,,,0,1,,,,,1,,,,,0,,,,,0,,0.146,0.014,-0.014,0,4,,,,,0,0,1,0,19h13m48.16s,+40d14m43.1s,288.450665,0.000017,40.245305,0.000017,2,319.57,2.36,-2.36,0,3,11.529,,0,Kepler-band,11.825,,0,5884,75,-75,0,6,,,,,3,1.13,0.03,-0.03,0,7,1,14/05/2014,Kepler
Kepler-131,b,Kepler-131 b,Transit,0,2,16.092,,,0,4,,,,,0,,,,,0,,,,,0,0.051,0.011,-0.011,0,1,Mass,0.215,0.018,-0.018,0,3,6,1.98,-1.98,0,1,0,1,0,19h14m07.40s,+40d56m32.3s,288.530825,0.000019,40.942304,0.000017,2,230.19,1.43,-1.43,0,3,11.525,,0,Kepler-band,11.49,,0,5685,74,-74,0,6,1.02,0.06,-0.06,0,2,1.03,0.1,-0.1,0,6,1,14/05/2014,Kepler
Kepler-131,c,Kepler-131 c,Transit,0,2,25.5169,,,0,4,,,,,0,,,,,0,,,,,0,0.026,0.019,-0.019,0,1,Mass,0.075,0.006,-0.006,0,3,77.7,55,-55,0,1,0,1,0,19h14m07.40s,+40d56m32.3s,288.530825,0.000019,40.942304,0.000017,2,230.19,1.43,-1.43,0,3,11.525,,0,Kepler-band,11.49,,0,5685,74,-74,0,6,1.02,0.06,-0.06,0,2,1.03,0.1,-0.1,0,6,1,14/05/2014,Kepler
Kepler-132,b,Kepler-132 b,Transit,0,4,6.178196,0.000022,-0.000022,0,5,0.067,,,0,2,,,,,0,,,,,0,,,,,0,,0.108,0.021,-0.021,0,3,,,,,0,0,1,0,18h52m56.59s,+41d20m34.9s,283.23581,0.000019,41.343037,0.000017,2,303,41.7,-28.9,0,1,11.818,,0,Kepler-band,,,,6003,146,-146,0,5,,,,,2,1.18,0.23,-0.23,0,5,1,14/05/2014,Kepler
Kepler-132,c,Kepler-132 c,Transit,0,4,6.414914,0.000019,-0.000019,0,5,0.068,,,0,2,,,,,0,,,,,0,,,,,0,,0.114,0.022,-0.022,0,3,,,,,0,0,1,0,18h52m56.59s,+41d20m34.9s,283.23581,0.000019,41.343037,0.000017,2,303,41.7,-28.9,0,1,11.818,,0,Kepler-band,,,,6003,146,-146,0,5,,,,,2,1.18,0.23,-0.23,0,5,1,14/05/2014,Kepler
Kepler-132,d,Kepler-132 d,Transit,0,4,18.010199,0.000067,-0.000067,0,5,0.136,,,0,2,,,,,0,,,,,0,,,,,0,,0.138,0.027,-0.027,0,3,,,,,0,0,1,0,18h52m56.59s,+41d20m34.9s,283.23581,0.000019,41.343037,0.000017,2,303,41.7,-28.9,0,1,11.818,,0,Kepler-band,,,,6003,146,-146,0,5,,,,,2,1.18,0.23,-0.23,0,5,1,14/05/2014,Kepler
Kepler-133,b,Kepler-133 b,Transit,0,2,8.129976,0.000038,-0.000038,0,4,0.083,,,0,1,,,,,0,,,,,0,,,,,0,,0.157,0.027,-0.027,0,3,,,,,0,0,1,0,19h49m06.71s,+48d19m13.2s,297.277976,0.000019,48.320328,0.000017,2,665.37,19.72,-19.72,0,3,12.848,,0,Kepler-band,12.841,,0,5736,100,-100,0,6,,,,,1,1.43,0.24,-0.24,0,6,1,14/05/2014,Kepler
Kepler-133,c,Kepler-133 c,Transit,0,2,31.517586,0.000158,-0.000158,0,4,0.204,,,0,1,,,,,0,,,,,0,,,,,0,,0.253,0.043,-0.043,0,3,,,,,0,0,1,0,19h49m06.71s,+48d19m13.2s,297.277976,0.000019,48.320328,0.000017,2,665.37,19.72,-19.72,0,3,12.848,,0,Kepler-band,12.841,,0,5736,100,-100,0,6,,,,,1,1.43,0.24,-0.24,0,6,1,14/05/2014,Kepler
Kepler-134,b,Kepler-134 b,Transit,0,2,5.317429,0.000008,-0.000008,0,4,0.06,,,0,1,,,,,0,,,,,0,,,,,0,,0.178,0.035,-0.035,0,3,,,,,0,0,1,0,18h58m57.36s,+49d35m54.2s,284.739001,0.000017,49.598396,0.000017,2,338.05,2.42,-2.42,0,3,12.324,,0,Kepler-band,12.222,,0,5983,150,-150,0,5,,,,,1,1.18,0.23,-0.23,0,5,1,14/05/2014,Kepler
Kepler-134,c,Kepler-134 c,Transit,0,2,10.105785,0.000053,-0.000053,0,4,0.092,,,0,1,,,,,0,,,,,0,,,,,0,,0.112,0.022,-0.022,0,3,,,,,0,0,1,0,18h58m57.36s,+49d35m54.2s,284.739001,0.000017,49.598396,0.000017,2,338.05,2.42,-2.42,0,3,12.324,,0,Kepler-band,12.222,,0,5983,150,-150,0,5,,,,,1,1.18,0.23,-0.23,0,5,1,14/05/2014,Kepler
Kepler-135,b,Kepler-135 b,Transit,0,2,6.00253,0.000016,-0.000016,0,3,0.067,,,0,1,,,,,0,,,,,0,,,,,0,,0.161,0.031,-0.031,0,3,,,,,0,0,1,0,19h21m58.83s,+38d47m43.7s,290.495129,0.000019,38.795481,0.000017,2,632.99,11.13,-11.13,0,3,12.73,,0,Kepler-band,12.679,,0,6090,120,-120,0,6,,,,,1,1.27,0.24,-0.24,0,6,1,14/05/2014,Kepler
Kepler-135,c,Kepler-135 c,Transit,0,2,11.448708,0.000145,-0.000145,0,3,0.103,,,0,1,,,,,0,,,,,0,,,,,0,,0.103,0.021,-0.021,0,3,,,,,0,0,1,0,19h21m58.83s,+38d47m43.7s,290.495129,0.000019,38.795481,0.000017,2,632.99,11.13,-11.13,0,3,12.73,,0,Kepler-band,12.679,,0,6090,120,-120,0,6,,,,,1,1.27,0.24,-0.24,0,6,1,14/05/2014,Kepler
