plntname,ra_str,dec_str,mlmassplnj,mlmassplnjerr1,mlmassplnjerr2,mlmassplnjlim,mlmassplne,mlmassplneerr1,mlmassplneerr2,mlmassplnelim,mlsmaproj,mlsmaprojerr1,mlsmaprojerr2,mlsmaprojlim,mlmasslens,mlmasslenserr1,mlmasslenserr2,mlmasslenslim,mldistl,mldistlerr1,mldistlerr2,mldistllim,mldists,mldistserr1,mldistserr2,mldistslim,mltsepmin,mltsepminerr1,mltsepminerr2,mltsepminlim,mlsepminnorm,mlsepminnormerr1,mlsepminnormerr2,mlsepminnormlim,mlxtimeein,mlxtimeeinerr1,mlxtimeeinerr2,mlxtimeeinlim,mlradsnorm,mlradsnormerr1,mlradsnormerr2,mlradsnormlim,mlsepinsnorp,mlsepinsnorperr1,mlsepinsnorperr2,mlsepinsnorplim,mlmassratio,mlmassratioerr1,mlmassratioerr2,mlmassratiolim,mlangstlax,mlangstlaxerr1,mlangstlaxerr2,mlangstlaxlim,mlmagis,mlmagiserr1,mlmagiserr2,mlmagislim,mlmagibl,mlmagiblerr1,mlmagiblerr2,mlmagibllim,mlradeinang,mlradeinangerr1,mlradeinangerr2,mlradeinanglim,mlpmrells,mlpmrellserr1,mlpmrellserr2,mlpmrellslim,mlmodeldef,plntreflink
OGLE-2011-BLG-0173L b,17h57m15.78s,-28d14m01.9s,0.18,0.17,-0.1,0,57,54,-32,0,8,,,0,0.42,0.29,-0.22,0,6000,1300,-1700,0,,,,,2455689.19,0.043,-0.043,0,0.851,0.037,-0.037,0,29.19,0.82,-0.82,0,70,42,-42,0,4.63,0.13,-0.13,0,4.2,1.5,-1.5,0,2.9646,0.0072,-0.007,0,16.272,,,0,17.839,,,0,0.33,2.43,-0.24,0,4.7,2.6,-1.9,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..104P/abstract target=ref>Poleski et al. 2018</a>
OGLE-2013-BLG-1761L b,17h53m38.28s,-28d53m42.98s,2.7,2.5,-1.5,0,860,790,-480,0,1.8,0.5,-0.5,0,0.33,0.32,-0.19,0,6900,1000,-1200,0,,,,,2456565.22,0.06,-0.06,0,0.0895,0.004,-0.004,0,38.7,1.2,-1.2,0,5.8,2.1,-2.1,0,0.947,0.016,-0.016,0,70,20,-20,0,1.244,0.027,-0.027,0,19.42,0.05,-0.05,0,,,,,0.251,0.097,-0.097,0,2.55,1,-1,0,1,<a href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....1H/abstract target=ref>Hirao et al. 2017</a>
KMT-2016-BLG-2142L b,17h52m26.88s,-29d23m04.42s,15.49,24.99,-8.58,0,4923,7943,-2730,0,0.83,0.15,-0.2,0,0.073,0.117,-0.04,0,7010,1010,-1160,0,,,,,2457612.54,0.04,-0.04,0,0.14,0.01,-0.01,0,5.15,0.22,-0.22,0,6.42,0.34,-0.34,0,0.97,0.01,-0.01,0,2030,110,-110,0,3.96,0.03,-0.03,0,3.9,0.02,-0.02,0,,,,,0.122,0.013,-0.013,0,8.622,0.934,-0.934,0,1,<a href=https://ui.adsabs.harvard.edu/abs/2018arXiv180509983J/abstract target=ref>Jung et al. 2018</a>
KMT-2016-BLG-1820L b,17h55m03.54s,-29d31m00.91s,4.57,5.03,-2.14,0,1450,1600,-680,0,1.08,0.22,-0.22,0,0.039,0.043,-0.018,0,6260,1140,-1280,0,,,,,2457632.19,0.02,-0.02,0,0.24,0.01,-0.01,0,4.81,0.03,-0.03,0,6.56,0.21,-0.21,0,1.4,0.01,-0.01,0,1130,30,-30,0,3.04,0.01,-0.01,0,3.37,0.02,-0.02,0,,,,,0.123,0.012,-0.012,0,9.341,0.882,-0.882,0,1,<a href=https://ui.adsabs.harvard.edu/abs/2018arXiv180509983J/abstract target=ref>Jung et al. 2018</a>
KMT-2016-BLG-2142L b,17h52m26.88s,-29d23m04.42s,,,,,,,,,,,,,,,,,,,,,,,,,2457612.25,0.06,-0.06,0,0.15,0.01,-0.01,0,6.08,0.25,-0.25,0,5.09,0.21,-0.21,0,1.21,0.02,-0.02,0,2090,110,-110,0,3.94,0.03,-0.03,0,3.9,0.02,-0.02,0,,,,,0.122,0.013,-0.013,0,8.622,0.934,-0.934,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2018arXiv180509983J/abstract target=ref>Jung et al. 2018</a>
MOA-2015-BLG-337L b,18h07m47.69s,-28d10m13.00s,18,30.1,-10.6,0,5720,9570,-3370,0,0.19,0.07,-0.06,0,0.0729,0.1221,-0.0431,0,6300,1200,-1300,0,,,,,2457214.912,0.0021,-0.0021,0,0.0458,0.0012,-0.0012,0,5.496,0.095,-0.095,0,18.3,,,1,0.263,0.011,-0.011,0,1780,230,-230,0,2.5359,0.0078,-0.0078,0,19.682,0.012,-0.012,0,,,,,0.034,,,-1,2.26,,,-1,0,<a href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..136M/abstract target=ref>Miyazaki et al. 2018</a>
MOA-2015-BLG-337L b,18h07m47.69s,-28d10m13.00s,18,30.1,-10.6,0,5720,9570,-3370,0,3.3,1.2,-1,0,0.0729,0.1221,-0.0431,0,6300,1200,-1300,0,,,,,2457215.739,0.0021,-0.0021,0,0.0435,0.0013,-0.0013,0,6.104,0.099,-0.099,0,17.6,,,1,4.71,0.38,-0.38,0,2350,540,-540,0,0.5877,0.0075,-0.0075,0,19.682,0.012,-0.012,0,,,,,0.035,,,-1,2.11,,,-1,0,<a href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..136M/abstract target=ref>Miyazaki et al. 2018</a>
MOA-2015-BLG-337L b,18h07m47.69s,-28d10m13.00s,0.106,0.406,-0.073,0,33.7,129,-23.2,0,0.24,0.06,-0.09,0,0.0094,0.0359,-0.0065,0,7100,1100,-1000,0,,,,,2457214.918,0.002,-0.002,0,0.047,0.0011,-0.0011,0,5.382,0.094,-0.094,0,22.3,3,-3,0,0.606,0.033,-0.033,0,108,14,-14,0,1.4445,0.0057,-0.0057,0,19.682,0.012,-0.012,0,,,,,0.028,0.004,-0.004,0,1.9,0.29,-0.29,0,1,<a href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..136M/abstract target=ref>Miyazaki et al. 2018</a>
KMT-2016-BLG-1397L b,18h10m39.51s,-24d51m27.86s,,,,,,,,,,,,,,,,,,,,,,,,,2457506.3,0.1,-0.1,0,0.101,0.004,-0.004,0,37.1,0.4,-0.4,0,44,,,1,0.66,0.03,-0.03,0,250,40,-40,0,5.84,0.01,-0.01,0,,,,,,,,,,,,,,,,,0,<a href=https://ui.adsabs.harvard.edu/abs/2018arXiv181010792Z/abstract target=ref>Zang et al. 2018</a>
KMT-2016-BLG-1397L b,18h10m39.51s,-24d51m27.86s,7,5.2,-4.3,0,2200,1700,-1400,0,5.1,1.5,-1.7,0,0.45,0.33,-0.28,0,6600,1100,-1300,0,,,,,2457506.5,0.1,-0.1,0,0.09,0.003,-0.003,0,41,0.5,-0.5,0,46,,,1,1.68,0.06,-0.06,0,160,20,-20,0,5.81,0.01,-0.01,0,,,,,17.47,,,-1,0.033,,,-1,,,,,1,<a href=https://ui.adsabs.harvard.edu/abs/2018arXiv181010792Z/abstract target=ref>Zang et al. 2018</a>
OGLE-2015-BLG-0954L b,18h00m44.24s,-28d39m39.2s,3.4,3.7,-1.6,0,1100,1200,-510,0,1.6,1.3,-0.7,0,0.3,0.34,-0.14,0,1200,1100,-500,0,,,,,2457165.176,0.008,-0.008,0,0.0473,0.0017,-0.0017,0,39.4,1.2,-1.2,0,,,,,1.3529,0.003,-0.003,0,113.6,3.1,-3.1,0,1.4085,0.0039,-0.0039,0,21.037,0.032,-0.032,0,,,,,1.28,0.08,-0.08,0,11.8,0.8,-0.8,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2017AJ....154...68B/abstract target=ref>Bennett et al. 2017</a>
MOA-2015-BLG-337L b,18h07m47.69s,-28d10m13.00s,0.106,0.406,-0.073,0,33.7,129,-23.2,0,0.24,0.06,-0.09,0,0.0094,0.0359,-0.0065,0,7100,1100,-1000,0,,,,,2457214.924,0.0023,-0.0023,0,0.0567,0.0018,-0.0018,0,5.432,0.09,-0.09,0,26.3,2.3,-2.3,0,1.548,0.064,-0.064,0,109,12,-12,0,1.4449,0.0063,-0.0063,0,19.682,0.012,-0.012,0,,,,,0.024,0.003,-0.003,0,1.59,0.18,-0.18,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..136M/abstract target=ref>Miyazaki et al. 2018</a>
TCP J05074264+2447555 b,05h07m42.64s,+24d47m55.5s,0.029,0.021,-0.021,0,9.2,6.6,-6.6,0,0.5,,,0,0.25,0.18,-0.18,0,380,,,0,750,50,-50,0,2458058.75,0.01,-0.01,0,-0.093,0.001,-0.001,0,26.4,0.9,-0.9,0,6,0.8,-0.8,0,0.935,0.004,-0.004,0,1.1,0.1,-0.1,0,1.625,0.007,-0.007,0,,,,,,,,,1.45,0.25,-0.25,0,,,,,1,<a href=https://ui.adsabs.harvard.edu/abs/2018arXiv180206659N/abstract target=ref>Nucita et al. 2018</a>
TCP J05074264+2447555 b,05h07m42.64s,+24d47m55.5s,0.029,0.021,-0.021,0,9.2,6.6,-6.6,0,0.5,,,0,0.25,0.18,-0.18,0,380,,,0,750,50,-50,0,2458058.75,0.01,-0.01,0,-0.093,0.001,-0.001,0,26.4,0.9,-0.9,0,6,0.8,-0.8,0,0.975,0.004,-0.004,0,1.1,0.1,-0.1,0,1.516,0.007,-0.007,0,,,,,,,,,1.45,0.25,-0.25,0,,,,,0,<a href=https://ui.adsabs.harvard.edu/abs/2018arXiv180206659N/abstract target=ref>Nucita et al. 2018</a>
MOA-2008-BLG-310L b,17h54m14.53s,-34d46m40.99s,0.0736,0.053,-0.053,0,23.4,17,-17,0,1.1,0.17,-0.17,0,0.21,0.14,-0.14,0,7700,1100,-1100,0,,,,,2454656.39,,,0,0.00326,,,0,10.22,,,0,,,,,0.93,,,0,3.29,,,0,1.95,,,0,19.43,0.04,-0.04,0,,,,,0.29,0.05,-0.05,0,4.85,0.15,-0.15,0,1,<a href=https://ui.adsabs.harvard.edu/abs/2017AJ....154...59B/abstract target=ref>Bhattacharya et al. 2017</a>
MOA-2008-BLG-310L b,17h54m14.53s,-34d46m40.99s,0.0736,0.053,-0.053,0,23.4,17,-17,0,1.1,0.17,-0.17,0,0.21,0.14,-0.14,0,7700,1100,-1100,0,,,,,2454656.39,,,0,0.00318,,,0,10.29,,,0,,,,,1.08,,,0,3.49,,,0,1.93,,,0,19.43,0.04,-0.04,0,,,,,0.29,0.05,-0.05,0,4.85,0.15,-0.15,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2017AJ....154...59B/abstract target=ref>Bhattacharya et al. 2017</a>
MOA-2008-BLG-310L b,17h54m14.53s,-34d46m40.99s,0.23,0.05,-0.05,0,74,17,-17,0,1.25,0.1,-0.1,0,0.67,0.14,-0.14,0,,,,,,,,,2454656.4,0.00005,-0.00005,0,0.00301,0.00014,-0.00014,0,11.08,0.5,-0.5,0,,,,,0.927,0.003,-0.003,0,3.2,0.26,-0.26,0,1.21,0.02,-0.02,0,19.28,0.05,-0.05,0,,,,,0.155,0.011,-0.011,0,5.1,0.03,-0.03,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2010ApJ...711..731J/abstract target=ref>Janczak et al. 2010</a>
MOA-2008-BLG-310L b,17h54m14.53s,-34d46m40.99s,0.23,0.05,-0.05,0,74,17,-17,0,1.25,0.1,-0.1,0,0.67,0.14,-0.14,0,,,,,,,,,2454656.4,0.00005,-0.00005,0,0.003,0.00014,-0.00014,0,11.14,0.5,-0.5,0,,,,,1.085,0.003,-0.003,0,3.31,0.26,-0.26,0,1.21,0.02,-0.02,0,19.28,0.05,-0.05,0,,,,,0.155,0.011,-0.011,0,5.1,0.03,-0.03,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2010ApJ...711..731J/abstract target=ref>Janczak et al. 2010</a>
MOA-2009-BLG-319L b,18h06m58.13s,-24d49m10.89s,0.2,0.1,-0.1,0,50,44,-24,0,2,0.4,-0.4,0,0.38,0.34,-0.18,0,6100,1100,-1200,0,,,,,2455006.995,0.00006,-0.00006,0,0.00622,0.00003,-0.00003,0,16.57,0.08,-0.08,0,1.929,0.01,-0.01,0,0.97537,0.00007,-0.00007,0,3.95,0.02,-0.02,0,5.7677,0.0005,-0.0005,0,19.82,,,0,,,,,0.34,0.03,-0.03,0,7.52,0.65,-0.65,0,1,<a href=https://ui.adsabs.harvard.edu/abs/2011ApJ...728..120M/abstract target=ref>Miyake et al. 2011</a>
MOA-2011-BLG-293L b,17h55m39.35s,-28d28m36.65s,4.8,0.3,-0.3,0,1500,100,-100,0,1.1,0.1,-0.1,0,0.86,0.06,-0.06,0,7720,440,-440,0,8350,490,-490,0,,,,,,,,,21.67,,,0,,,,,0.548,0.005,-0.005,0,53,2,-2,0,,,,,22.27,0.05,-0.05,0,,,,,0.26,0.02,-0.02,0,,,,,1,<a href=https://ui.adsabs.harvard.edu/abs/2014ApJ...780...54B/abstract target=ref>Batista et al. 2014</a>
MOA-2012-BLG-006L b,18h01m46.31s,-29d06m31.6s,8.4,4.6,-3.9,0,2700,1500,-1200,0,10.2,1.8,-2.4,0,0.49,0.27,-0.23,0,5300,800,-1300,0,,,,,2456046.87,0.12,-0.12,0,1.432,0.032,-0.032,0,20.69,0.35,-0.35,0,11.9,1.6,-2.3,0,4.405,0.069,-0.069,0,165,5.5,-5.5,0,0.352,0.003,-0.003,0,16.247,,,0,,,,,0.489,0.126,-0.038,0,7.69,1.1,-0.76,0,1,<a href=https://ui.adsabs.harvard.edu/abs/2017A&A...604A.103P/abstract target=ref>Poleski et al. 2017</a>
MOA-2011-BLG-291L b,17h55m28.29s,-29d10m14.4s,0.057,0.11,-0.038,0,18,34,-12,0,0.69,0.24,-0.24,0,0.15,0.27,-0.1,0,4400,1400,-1400,0,4900,1300,-1300,0,2455747.963,0.003,-0.003,0,-0.00729,0.00027,-0.00027,0,23.5,0.7,-0.7,0,,,,,1.197,0.025,-0.025,0,3.8,0.7,-0.7,0,3.072,0.01,-0.01,0,20.747,0.035,-0.035,0,,,,,0.129,0.012,-0.012,0,2.01,0.18,-0.18,0,1,<a href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..113B/abstract target=ref>Bennett et al. 2018</a>
MOA-2011-BLG-291L b,17h55m28.29s,-29d10m14.4s,0.041,0.076,-0.02,0,13,24,-7,0,1.3,0.2,-0.2,0,0.11,0.28,-0.06,0,8800,1500,-1500,0,10700,1500,-1500,0,2455747.963,0.003,-0.003,0,-0.00729,0.00027,-0.00027,0,23.5,0.7,-0.7,0,,,,,1.197,0.025,-0.025,0,3.8,0.7,-0.7,0,3.072,0.01,-0.01,0,20.747,0.035,-0.035,0,,,,,0.124,0.011,-0.011,0,1.92,0.16,-0.16,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..113B/abstract target=ref>Bennett et al. 2018</a>
MOA-2011-BLG-291L b,17h55m28.29s,-29d10m14.4s,0.057,0.12,-0.035,0,18,38,-11,0,1.13,0.15,-0.15,0,0.15,0.3,-0.09,0,8600,900,-900,0,9700,500,-500,0,2455747.963,0.003,-0.003,0,-0.00729,0.00027,-0.00027,0,23.5,0.7,-0.7,0,,,,,1.197,0.025,-0.025,0,3.8,0.7,-0.7,0,3.072,0.01,-0.01,0,20.747,0.035,-0.035,0,,,,,0.11,0.009,-0.009,0,1.72,0.13,-0.13,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..113B/abstract target=ref>Bennett et al. 2018</a>
MOA-2011-BLG-291L b,17h55m28.29s,-29d10m14.4s,0.05,0.098,-0.035,0,16,31,-11,0,0.52,0.11,-0.11,0,0.13,0.25,-0.08,0,3500,600,-600,0,3800,600,-600,0,2455747.963,0.003,-0.003,0,-0.00729,0.00027,-0.00027,0,23.5,0.7,-0.7,0,,,,,1.197,0.025,-0.025,0,3.8,0.7,-0.7,0,3.072,0.01,-0.01,0,20.747,0.035,-0.035,0,,,,,0.123,0.011,-0.011,0,1.92,0.16,-0.16,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..113B/abstract target=ref>Bennett et al. 2018</a>
MOA-2011-BLG-291L b,17h55m28.29s,-29d10m14.4s,0.085,0.13,-0.053,0,27,41,-17,0,1.2,0.3,-0.3,0,0.22,0.32,-0.13,0,7000,1500,-1500,0,7900,1700,-1700,0,2455747.963,0.003,-0.003,0,-0.00729,0.00027,-0.00027,0,23.5,0.7,-0.7,0,,,,,1.197,0.025,-0.025,0,3.8,0.7,-0.7,0,3.072,0.01,-0.01,0,20.747,0.035,-0.035,0,,,,,0.14,0.012,-0.012,0,2.13,0.19,-0.19,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..113B/abstract target=ref>Bennett et al. 2018</a>
MOA-2016-BLG-319L b,17h54m58.13s,-29d45m01.67s,0.62,1.16,-0.33,0,200,369,-100,0,0.95,0.17,-0.2,0,0.15,0.28,-0.08,0,6800,1200,-1400,0,,,,,2457552.737,0.013,-0.013,0,0.267,0.012,-0.012,0,8.6,0.26,-0.26,0,10,,,1,0.817,0.004,-0.004,0,39.3,1.1,-1.1,0,4.646,0.006,-0.006,0,19.01,0.01,-0.01,0,,,,,0.107,,,0,,,,,1,<a href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..226H/abstract target=ref>Han et al. 2018</a>
MOA-2016-BLG-319L b,17h54m58.13s,-29d45m01.67s,0.65,1.21,-0.35,0,210,385,-110,0,1.09,0.19,-0.22,0,0.15,0.28,-0.08,0,6800,1200,-1400,0,,,,,2457552.742,0.012,-0.012,0,0.26,0.012,-0.012,0,8.69,0.26,-0.26,0,10,,,1,0.945,0.008,-0.008,0,41,1.2,-1.2,0,4.645,0.006,-0.006,0,19.01,0.01,-0.01,0,,,,,0.107,,,0,,,,,0,<a href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..226H/abstract target=ref>Han et al. 2018</a>
MOA-2011-BLG-322L b,18h04m53.6s,-27d13m15.4s,11.6,13.4,-5.6,0,3690,4260,-1800,0,4.3,1.5,-1.2,0,0.39,0.45,-0.19,0,7560,910,-910,0,,,,,2455774.273,0.0054,-0.0054,0,0.04686,0.00017,-0.00017,0,23.17,0.8,-0.8,0,7,,,1,1.822,0.01,-0.01,0,284,10,-10,0,0.3662,0.0036,-0.0036,0,19.83,0.05,-0.05,0,16.69,0.02,-0.02,0,0.085,,,-1,4.7,,,0,1,<a href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.439..604S/abstract target=ref>Shvartzvald et al. 2014</a>
MOA-2010-BLG-073L b,18h10m11.342s,-26d31m22.544s,11,2,-2,0,3500,640,-640,0,1.21,0.16,-0.16,0,0.16,0.03,-0.03,0,2800,400,-400,0,,,,,2455344.69,0.02,-0.02,0,0.386,0.001,-0.001,0,44.3,0.1,-0.1,0,16.5,0.1,-0.1,0,0.775,0.0007,-0.0007,0,654,6,-6,0,0.221,0.007,-0.007,0,15.554,0.007,-0.007,0,,,,,0.557,0.09,-0.09,0,4.6,0.4,-0.4,0,1,<a href=https://ui.adsabs.harvard.edu/abs/2013ApJ...763...67S/abstract target=ref>Street et al. 2013</a>
MOA-2011-BLG-293L b,17h55m39.35s,-28d28m36.65s,2.4,1.5,-0.9,0,760,480,-300,0,1,0.1,-0.1,0,0.43,0.27,-0.17,0,7150,750,-750,0,,,,,2455747.494,0.0007,-0.0007,0,0.0035,0.0002,-0.0002,0,21.67,0.96,-0.96,0,1.64,0.07,-0.07,0,0.548,0.006,-0.006,0,53,2,-2,0,3.862,0.009,-0.009,0,,,,,17.77,,,-1,0.26,0.02,-0.02,0,4.3,0.3,-0.3,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2012ApJ...755..102Y/abstract target=ref>Yee et al. 2012</a>
OGLE-2012-BLG-0950L b,18h08m04.62s,-29d43m53.7s,0.079,0.02,-0.02,0,25,5,-5,0,2.2,0.1,-0.3,0,0.38,0.03,-0.08,0,4200,400,-900,0,,,,,2456151.48,0.03,-0.03,0,-0.1,0.003,-0.003,0,68.5,1.6,-1.6,0,3,,,1,0.893,0.006,-0.006,0,1.9,0.5,-0.2,0,1.195,0.004,-0.007,0,19.3,0.03,-0.03,0,,,,,0.6,0.08,-0.04,0,3.2,0.4,-0.2,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2017AJ....153....1K/abstract target=ref>Koshimoto et al. 2017</a>
OGLE-2012-BLG-0950L b,18h08m04.62s,-29d43m53.7s,0.11,0.03,-0.02,0,35,10,-6,0,2.6,0.3,-0.5,0,0.57,0.06,-0.1,0,2600,500,-700,0,,,,,2456151.47,0.03,-0.03,0,0.101,0.003,-0.003,0,68.4,1.5,-1.5,0,3.2,,,1,0.895,0.004,-0.007,0,1.9,0.5,-0.1,0,5.081,0.006,-0.006,0,19.29,0.03,-0.03,0,,,,,1.09,0.16,-0.1,0,5.8,0.8,-0.6,0,1,<a href=https://ui.adsabs.harvard.edu/abs/2017AJ....153....1K/abstract target=ref>Koshimoto et al. 2017</a>
OGLE-2012-BLG-0950L b,18h08m04.62s,-29d43m53.7s,0.098,0.03,-0.02,0,31,9,-5,0,2.4,0.2,-0.4,0,0.5,0.05,-0.09,0,2900,600,-800,0,,,,,2456151.47,0.03,-0.03,0,0.101,0.003,-0.003,0,68.4,1.5,-1.5,0,3.2,,,1,0.895,0.004,-0.007,0,1.9,0.5,-0.1,0,5.081,0.006,-0.006,0,19.29,0.03,-0.03,0,,,,,0.96,0.12,-0.09,0,5.1,0.6,-0.5,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2017AJ....153....1K/abstract target=ref>Koshimoto et al. 2017</a>
OGLE-2012-BLG-0950L b,18h08m04.62s,-29d43m53.7s,0.11,0.03,-0.02,0,36,8,-6,0,2.7,0.1,-0.4,0,0.55,0.03,-0.09,0,3400,400,-900,0,,,,,2456151.48,0.03,-0.03,0,-0.1,0.003,-0.003,0,68.5,1.6,-1.6,0,3,,,1,0.893,0.006,-0.006,0,1.9,0.5,-0.2,0,1.195,0.004,-0.007,0,19.3,0.03,-0.03,0,,,,,0.86,0.15,-0.06,0,4.6,0.9,-0.3,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2017AJ....153....1K/abstract target=ref>Koshimoto et al. 2017</a>
OGLE-2012-BLG-0950L b,18h08m04.62s,-29d43m53.7s,0.076,0.03,-0.009,0,24,8,-3,0,2.5,0.1,-0.3,0,0.38,0.04,-0.08,0,4200,400,-900,0,,,,,2456151.48,0.02,-0.02,0,-0.101,0.003,-0.003,0,67.8,1.4,-1.4,0,3.1,,,1,1.004,0.009,-0.003,0,1.9,0.6,-0.1,0,1.195,0.003,-0.009,0,19.29,0.03,-0.03,0,,,,,0.6,0.07,-0.04,0,3.2,0.4,-0.2,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2017AJ....153....1K/abstract target=ref>Koshimoto et al. 2017</a>
OGLE-2012-BLG-0950L b,18h08m04.62s,-29d43m53.7s,0.11,0.04,-0.01,0,34,13,-4,0,2.7,0.4,-0.4,0,0.54,0.09,-0.07,0,2400,800,-500,0,,,,,2456151.49,0.03,-0.03,0,0.101,0.003,-0.003,0,68.7,1.4,-1.4,0,3,,,1,1.004,0.008,-0.004,0,1.9,0.6,-0.1,0,5.083,0.006,-0.006,0,19.29,0.03,-0.03,0,,,,,1.14,0.11,-0.15,0,6.1,0.6,-0.8,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2017AJ....153....1K/abstract target=ref>Koshimoto et al. 2017</a>
OGLE-2012-BLG-0950L b,18h08m04.62s,-29d43m53.7s,0.09,0.04,-0.01,0,30,11,-4,0,2.6,0.4,-0.4,0,0.47,0.08,-0.07,0,2600,800,-500,0,,,,,2456151.49,0.03,-0.03,0,0.101,0.003,-0.003,0,68.7,1.4,-1.4,0,3,,,1,1.004,0.008,-0.004,0,1.9,0.6,-0.1,0,5.083,0.006,-0.006,0,19.29,0.03,-0.03,0,,,,,0.99,0.08,-0.13,0,5.3,0.4,-0.7,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2017AJ....153....1K/abstract target=ref>Koshimoto et al. 2017</a>
OGLE-2012-BLG-0950L b,18h08m04.62s,-29d43m53.7s,0.06,0.03,-0.01,0,20,8,-3,0,2.2,0.3,-0.3,0,0.31,0.07,-0.05,0,3400,800,-500,0,,,,,2456151.49,0.03,-0.03,0,0.101,0.003,-0.003,0,68.7,1.4,-1.4,0,3,,,1,1.004,0.008,-0.004,0,1.9,0.6,-0.1,0,5.083,0.006,-0.006,0,19.29,0.03,-0.03,0,,,,,0.66,0.04,-0.07,0,3.5,0.2,-0.4,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2017AJ....153....1K/abstract target=ref>Koshimoto et al. 2017</a>
MOA-2013-BLG-605L b,17h58m42.85s,-29d23m53.66s,0.0102,0.0012,-0.0009,0,3.24,0.38,-0.3,0,0.93,0.08,-0.08,0,0.024,0.004,-0.003,0,850,80,-80,0,,,,,2456573.054,0.01,-0.01,0,-0.07749,0.00154,-0.00154,0,20.52,0.28,-0.28,0,4.13,0.16,-0.16,0,2.407,0.014,-0.014,0,4.054,0.279,-0.279,0,3.3182,0.0102,-0.0102,0,18.142,0.02,-0.02,0,18.542,0.029,-0.029,0,0.452,0.034,-0.034,0,7.86,0.61,-0.61,0,1,<a href=https://ui.adsabs.harvard.edu/abs/2016ApJ...825..112S/abstract target=ref>Sumi et al. 2016</a>
OGLE-2012-BLG-0950L b,18h08m04.62s,-29d43m53.7s,0.13,0.03,-0.02,0,41,9,-7,0,2.8,0.2,-0.5,0,0.63,0.04,-0.11,0,3200,400,-900,0,,,,,2456151.48,0.03,-0.03,0,-0.1,0.003,-0.003,0,68.5,1.6,-1.6,0,3,,,1,0.893,0.006,-0.006,0,1.9,0.5,-0.2,0,1.195,0.004,-0.007,0,19.3,0.03,-0.03,0,,,,,0.99,0.18,-0.06,0,5.3,1,-0.3,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2017AJ....153....1K/abstract target=ref>Koshimoto et al. 2017</a>
MOA-2013-BLG-605L b,17h58m42.85s,-29d23m53.66s,0.0261,0.0043,-0.0021,0,8.28,1.35,-0.67,0,2.22,0.29,-0.12,0,0.073,0.014,-0.006,0,1920,280,-120,0,,,,,2456573.051,0.008,-0.008,0,-0.07905,0.00153,-0.00153,0,19.93,0.24,-0.24,0,3.85,0.13,-0.13,0,2.382,0.021,-0.021,0,3.4,0.158,-0.158,0,3.1516,0.0059,-0.0059,0,18.12,0.019,-0.019,0,18.574,0.029,-0.029,0,0.486,0.035,-0.035,0,8.68,0.65,-0.65,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2016ApJ...825..112S/abstract target=ref>Sumi et al. 2016</a>
MOA-2013-BLG-605L b,17h58m42.85s,-29d23m53.66s,0.06475,0.0018,-0.021,0,20.58,0.56,-6.66,0,4.18,0.23,-0.96,0,0.198,0.007,-0.065,0,3550,200,-780,0,,,,,2456573.054,0.009,-0.009,0,-0.0796,0.00147,-0.00147,0,19.83,0.23,-0.23,0,3.72,0.08,-0.08,0,2.344,0.012,-0.012,0,3.124,0.12,-0.12,0,3.1568,0.0058,-0.0058,0,18.112,0.018,-0.018,0,18.588,0.028,-0.028,0,0.503,0.034,-0.034,0,9.03,0.63,-0.63,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2016ApJ...825..112S/abstract target=ref>Sumi et al. 2016</a>
